V 0 :0.993261 -0.0860012 -0.0776987 -0.0833676 -0.0644111 -0.994435 0.0805179 0.994211 -0.0711468 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.995821 -0.0481515 0.0776014 0.05576 -0.993518 0.0990653 0.0723282 0.102978 0.99205 ,0.00698032 0.0259224 -0.0703598 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,0.0463182 0.00340709 0.0696725 ,19.3055
E 886 882 :0.998044 -0.00911889 0.0618475 0.00940391 0.999946 -0.00431892 -0.0618048 0.00489208 0.998076 ,-0.186544 -0.474611 -1.74531 
E 886 881 :0.996796 0.0218661 0.0769415 -0.0227547 0.999684 0.0106908 -0.0766834 -0.0124074 0.996978 ,-0.280929 -0.675454 -2.39076 
E 886 880 :0.995542 0.0126823 0.0934652 -0.0134553 0.99988 0.0076456 -0.093357 -0.00886912 0.995593 ,-0.356006 -0.848918 -3.0279 
E 894 893 :0.99979 -0.0195164 0.00630164 0.0194309 0.999722 0.0133584 -0.0065606 -0.0132332 0.999891 ,-0.0062528 -0.081242 -0.192515 
E 894 892 :0.998907 -0.0159705 0.043929 0.016675 0.999737 -0.0157183 -0.0436664 0.0164336 0.998911 ,-0.0102933 -0.143734 -0.368812 
E 894 890 :0.993433 0.00700007 0.114197 -0.0068643 0.999975 -0.00158211 -0.114205 0.000787839 0.993457 ,-0.0468739 -0.206971 -0.75318 
E 894 889 :0.991667 0.00323184 0.128787 -0.00256581 0.999982 -0.00533714 -0.128802 0.00496222 0.991658 ,-0.0633039 -0.2714 -0.874235 
E 894 887 :0.998768 -0.0138161 0.0476619 0.0151603 0.999494 -0.0279574 -0.0472516 0.0286455 0.998472 ,-0.145387 -0.361495 -1.31257 
E 894 886 :0.999358 -0.00710914 0.0351061 0.00788664 0.999726 -0.0220586 -0.0349397 0.0223213 0.99914 ,-0.171106 -0.427443 -1.51191 
E 893 892 :0.999307 0.00335082 0.0370609 -0.00224684 0.999554 -0.02979 -0.0371442 0.0296861 0.998869 ,-0.00409737 -0.0600633 -0.177138 
E 893 890 :0.99384 0.0264238 0.107625 -0.0247393 0.99955 -0.016957 -0.108024 0.01419 0.994047 ,-0.0393772 -0.117482 -0.562539 
E 893 889 :0.992254 0.0226291 0.122151 -0.0202144 0.999576 -0.0209719 -0.122573 0.0183402 0.99229 ,-0.0562616 -0.179971 -0.684545 
E 893 887 :0.999162 0.00541997 0.0405581 -0.00371103 0.999107 -0.0420928 -0.04075 0.041907 0.99829 ,-0.137202 -0.262638 -1.12455 
E 893 886 :0.999531 0.0121715 0.0281152 -0.0111571 0.999291 -0.0359594 -0.0285329 0.0356288 0.998958 ,-0.16289 -0.325427 -1.32492 
E 893 885 :0.997115 0.01148 0.0750292 -0.00714081 0.9983 -0.0578478 -0.0755657 0.0571452 0.995502 ,-0.206089 -0.404445 -1.72323 
E 892 890 :0.99722 0.0236326 0.070665 -0.0246049 0.999614 0.0129206 -0.0703324 -0.0146234 0.997416 ,-0.020811 -0.0689519 -0.384562 
E 892 889 :0.996165 0.0196864 0.0852553 -0.0205192 0.99975 0.00890397 -0.0850587 -0.0106192 0.996319 ,-0.0330114 -0.135092 -0.505195 
E 892 887 :0.999992 0.00161479 0.00354392 -0.00157107 0.999923 -0.0123028 -0.00356351 0.0122971 0.999918 ,-0.097367 -0.231055 -0.945237 
E 892 886 :0.999923 0.00859439 -0.00892894 -0.00864987 0.999943 -0.006194 0.0088752 0.00627075 0.999941 ,-0.115453 -0.299851 -1.14446 
E 892 885 :0.999248 0.00710643 0.0381301 -0.00603972 0.999589 -0.028018 -0.0383135 0.0277667 0.99888 ,-0.143649 -0.390803 -1.54157 
E 890 889 :0.999883 -0.00422028 0.0147257 0.00427452 0.999984 -0.00365422 -0.01471 0.00371673 0.999885 ,-0.00205477 -0.0646386 -0.122037 
E 890 887 :0.997502 -0.0238576 -0.0664899 0.0221141 0.999395 -0.0268364 0.0670899 0.025299 0.997426 ,-0.032921 -0.155651 -0.566731 
E 890 886 :0.996732 -0.0164741 -0.07908 0.0148545 0.999669 -0.0210251 0.0794001 0.0197817 0.996647 ,-0.0352517 -0.221934 -0.767608 
E 890 885 :0.999313 -0.0194611 -0.0315401 0.0181377 0.998965 -0.0417131 0.0323193 0.0411124 0.998632 ,-0.0332025 -0.30771 -1.16686 
E 890 884 :0.999603 -0.0142932 -0.0242939 0.014425 0.999882 0.00526241 0.0242158 -0.00561076 0.999691 ,-0.0649675 -0.461647 -1.65291 
E 890 883 :0.996022 -0.0127535 -0.0881908 0.0100774 0.999477 -0.0307238 0.0885365 0.0297128 0.99563 ,-0.0872571 -0.515941 -2.05509 
E 902 901 :0.999584 0.0057626 -0.0282754 -0.00547517 0.999933 0.0102323 0.0283325 -0.0100732 0.999548 ,0.0130638 -0.0422849 -0.250303 
E 902 900 :0.999906 0.0116112 -0.00727906 -0.0115268 0.999867 0.0115274 0.00741194 -0.0114424 0.999907 ,0.0234876 -0.125704 -0.425786 
E 902 899 :0.999917 0.00673008 0.0109821 -0.00655562 0.999853 -0.0158457 -0.0110871 0.0157724 0.999814 ,0.0259014 -0.165972 -0.60047 
E 902 898 :0.999687 0.00838473 0.0235707 -0.008442 0.999962 0.00233089 -0.0235503 -0.00252914 0.999719 ,0.0159417 -0.170582 -0.797715 
E 902 897 :0.999018 0.0111822 0.0428673 -0.0123115 0.999582 0.026171 -0.0425567 -0.026673 0.998738 ,-0.00130418 -0.237504 -0.994668 
E 902 896 :0.999065 0.0198818 0.0383797 -0.0201943 0.999766 0.00777248 -0.0382162 -0.00854027 0.999233 ,-0.0153381 -0.324948 -1.1747 
E 900 899 :0.999817 -0.00467879 0.0185742 0.00518236 0.999618 -0.0271563 -0.0184401 0.0272476 0.999459 ,0.00158295 -0.038236 -0.175149 
E 900 898 :0.999516 -0.00316119 0.0309515 0.00343617 0.999955 -0.00883492 -0.0309222 0.008937 0.999482 ,-0.00978461 -0.0407044 -0.372357 
E 900 897 :0.998751 -0.000538573 0.0499642 -0.000223087 0.999884 0.0152373 -0.0499666 -0.0152294 0.998635 ,-0.0277173 -0.105565 -0.569937 
E 900 896 :0.998921 0.00829247 0.0456927 -0.00815398 0.999962 -0.00321653 -0.0457177 0.00284049 0.99895 ,-0.0420763 -0.191099 -0.750858 
E 898 897 :0.999812 0.00336839 0.0191124 -0.00382687 0.999705 0.0240034 -0.0190259 -0.0240721 0.999529 ,-0.0120372 -0.0665663 -0.19746 
E 898 896 :0.999823 0.0116367 0.0147698 -0.01172 0.999916 0.00556678 -0.0147038 -0.0057389 0.999875 ,-0.0210888 -0.153668 -0.377975 
E 898 894 :0.999689 0.0165799 -0.0186248 -0.0162861 0.999742 0.0158171 0.0188823 -0.0155089 0.999701 ,-0.0320482 -0.196944 -0.759554 
E 908 907 :0.999858 -0.0113493 0.0124724 0.0113568 0.999935 -0.000526802 -0.0124656 0.000668373 0.999922 ,-0.000410448 -0.0575215 -0.162892 
E 908 906 :0.999193 -0.0255288 0.0310133 0.0257768 0.999639 -0.00762345 -0.0308075 0.00841672 0.99949 ,-0.00324263 -0.0669521 -0.277166 
E 908 905 :0.998654 -0.0105719 0.0507708 0.00972788 0.999811 0.0168435 -0.0509393 -0.016327 0.998568 ,-0.0147009 -0.103345 -0.4631 
E 908 904 :0.997949 -0.00416264 0.0638836 0.00348595 0.999937 0.0107004 -0.0639241 -0.0104558 0.9979 ,-0.0224133 -0.161381 -0.575936 
E 908 902 :0.998182 0.00457424 0.0600967 -0.00503896 0.999959 0.00758353 -0.0600596 -0.00787256 0.998164 ,-0.0409335 -0.265405 -0.908131 
E 908 901 :0.999444 0.00972069 0.0318924 -0.0102969 0.999786 0.0179545 -0.031711 -0.0182729 0.99933 ,-0.0431293 -0.309652 -1.15843 
E 908 899 :0.997403 0.0122393 0.0709752 -0.011678 0.999897 -0.00831824 -0.0710697 0.00746779 0.997443 ,-0.0519247 -0.436054 -1.50775 
E 915 914 :0.993617 0.0311445 0.108425 -0.0299324 0.99947 -0.0127893 -0.108766 0.00946221 0.994022 ,0.0257377 -0.0337885 -0.172509 
E 915 913 :0.981758 0.0404336 0.185784 -0.0373929 0.999104 -0.0198437 -0.18642 0.0125347 0.98239 ,0.0164346 -0.0773553 -0.361871 
E 904 902 :0.999956 0.0085539 -0.0038068 -0.00856574 0.999958 -0.0031037 0.00378009 0.00313618 0.999988 ,0.00239045 -0.100467 -0.333794 
E 904 901 :0.999385 0.014354 -0.0319917 -0.0141251 0.999873 0.00737179 0.0320935 -0.00691538 0.999461 ,0.0160448 -0.142085 -0.584177 
E 904 899 :0.999859 0.0152224 0.00703994 -0.015086 0.999705 -0.0190422 -0.00732773 0.0189333 0.999794 ,0.0291569 -0.26479 -0.934679 
E 904 900 :0.999735 0.020207 -0.0109866 -0.0201143 0.999762 0.00848584 0.0111554 -0.0082626 0.999904 ,0.0264227 -0.225045 -0.75988 
E 904 898 :0.999661 0.0169476 0.0197839 -0.0169316 0.999856 -0.000973943 -0.0197976 0.000638639 0.999804 ,0.0199091 -0.268702 -1.13197 
E 904 897 :0.999031 0.0198336 0.0392873 -0.0207362 0.999527 0.0227029 -0.0388184 -0.0234956 0.99897 ,0.00284124 -0.334863 -1.3292 
E 904 896 :0.998994 0.0284653 0.0346406 -0.0286326 0.999581 0.00434208 -0.0345025 -0.00532957 0.99939 ,-0.0112547 -0.421623 -1.50956 
E 899 898 :0.999921 0.00185671 0.0124695 -0.00208422 0.999831 0.0182571 -0.0124335 -0.0182817 0.999756 ,-0.00774174 -0.00778771 -0.197245 
E 899 897 :0.999488 0.00492412 0.0316191 -0.00625742 0.999089 0.0422081 -0.0313824 -0.0423843 0.998608 ,-0.0223639 -0.0779227 -0.39329 
E 899 896 :0.999539 0.0134207 0.027247 -0.0140703 0.999618 0.0237899 -0.0269173 -0.0241623 0.999346 ,-0.0338273 -0.168287 -0.572056 
E 905 904 :0.999896 0.00610283 0.0130694 -0.00602129 0.999962 -0.00626965 -0.0131072 0.00619031 0.999895 ,-0.00251884 -0.0561012 -0.114043 
E 905 902 :0.999849 0.0146966 0.00924391 -0.0146101 0.99985 -0.00935024 -0.00937993 0.00921378 0.999914 ,-0.00510426 -0.154486 -0.448455 
E 905 901 :0.999614 0.0203642 -0.018881 -0.0203433 0.999792 0.00129787 0.0189035 -0.000913268 0.999821 ,0.00502232 -0.194615 -0.699249 
E 905 899 :0.999567 0.0215693 0.0199897 -0.0210599 0.999457 -0.0253522 -0.0205257 0.0249203 0.999479 ,0.0128033 -0.315196 -1.05065 
E 905 900 :0.999654 0.0261983 0.0021345 -0.0262032 0.999654 0.00228262 -0.00207396 -0.00233776 0.999995 ,0.0125965 -0.276532 -0.875583 
E 905 898 :0.999195 0.0230561 0.0328428 -0.0228261 0.999712 -0.00736145 -0.033003 0.00660585 0.999433 ,0.00095408 -0.317816 -1.24782 
E 905 897 :0.998293 0.0256244 0.0524777 -0.0265075 0.999517 0.0162023 -0.0520372 -0.0175657 0.998491 ,-0.0190934 -0.382635 -1.44521 
E 905 896 :0.998265 0.034493 0.0477249 -0.0344304 0.999405 -0.00213249 -0.0477701 0.000485603 0.998858 ,-0.0360745 -0.468177 -1.6259 
E 910 909 :0.999712 -0.00133284 -0.0239525 0.000939891 0.999865 -0.0164093 0.0239711 0.0163821 0.999578 ,0.0109117 -0.0471444 -0.17239 
E 910 908 :0.999607 -0.00558044 -0.0274866 0.00508478 0.999824 -0.0180695 0.0275826 0.0179226 0.999459 ,0.0177251 -0.104523 -0.282708 
E 910 907 :0.999744 -0.0169433 -0.015014 0.0166641 0.999689 -0.0185314 0.0153234 0.0182764 0.999716 ,0.0221131 -0.159093 -0.446554 
E 910 906 :0.999503 -0.0313286 0.00357108 0.0314097 0.999181 -0.0255247 -0.0027685 0.0256242 0.999668 ,0.0224757 -0.166472 -0.561014 
E 910 905 :0.999607 -0.0156984 0.0232096 0.0157246 0.999876 -0.000944915 -0.0231919 0.0013095 0.99973 ,0.0163357 -0.199557 -0.747815 
E 910 904 :0.999294 -0.00945369 0.0363699 0.00971476 0.999928 -0.00700818 -0.036301 0.00735656 0.999314 ,0.0120516 -0.255583 -0.861843 
E 906 905 :0.999668 0.0157115 0.0204006 -0.0161989 0.999582 0.023946 -0.0200159 -0.0242685 0.999505 ,-0.00665898 -0.0376526 -0.185917 
E 906 904 :0.999202 0.0219381 0.0333651 -0.0225298 0.999594 0.0174647 -0.0329684 -0.0182025 0.999291 ,-0.012385 -0.0964205 -0.298492 
E 906 902 :0.999097 0.0305889 0.0294928 -0.0310251 0.999414 0.0144479 -0.0290336 -0.0153498 0.999461 ,-0.0233375 -0.20273 -0.630299 
E 906 901 :0.999349 0.0360471 0.0015426 -0.0360748 0.999023 0.0255449 -0.000620272 -0.0255839 0.999672 ,-0.0189611 -0.249012 -0.880197 
E 906 900 :0.998869 0.041848 0.0225702 -0.0424352 0.998756 0.026193 -0.021446 -0.0271211 0.999402 ,-0.0162739 -0.33524 -1.05461 
E 906 899 :0.998486 0.0377735 0.0399748 -0.0377345 0.999286 -0.00173194 -0.0400117 0.000220895 0.999199 ,-0.020246 -0.378083 -1.22865 
E 906 898 :0.997831 0.0388903 0.0531053 -0.0397927 0.999079 0.016042 -0.0524325 -0.0181205 0.99846 ,-0.036155 -0.385232 -1.42543 
E 906 897 :0.996484 0.0409615 0.0730847 -0.0439137 0.998264 0.0392553 -0.0713498 -0.0423267 0.996553 ,-0.0612411 -0.454425 -1.62075 
E 913 911 :0.999916 0.0108185 0.00713168 -0.0108607 0.999924 0.00589964 -0.00706731 -0.0059766 0.999957 ,0.00407069 -0.121815 -0.285697 
E 907 906 :0.999728 -0.0142775 0.0184631 0.0144144 0.999869 -0.00730691 -0.0183564 0.00757105 0.999803 ,-0.00151439 -0.00947427 -0.114296 
E 907 905 :0.999258 0.000987697 0.0385071 -0.00164084 0.999855 0.0169336 -0.0384848 -0.0169843 0.999115 ,-0.0110666 -0.0458595 -0.300339 
E 907 904 :0.998643 0.00732434 0.0515566 -0.00788304 0.999912 0.0106417 -0.0514741 -0.0110337 0.998613 ,-0.0180304 -0.10388 -0.413231 
E 907 902 :0.998732 0.016028 0.0477316 -0.0164075 0.999837 0.00756812 -0.0476025 -0.00834168 0.998832 ,-0.0335883 -0.207908 -0.745577 
E 907 901 :0.99958 0.0213014 0.0196345 -0.0216605 0.999599 0.0182593 -0.0192377 -0.0186769 0.99964 ,-0.0331663 -0.252295 -0.995857 
E 907 899 :0.998014 0.0235 0.0584369 -0.0230445 0.999699 -0.00845656 -0.058618 0.00709312 0.998255 ,-0.0390414 -0.378822 -1.34519 
E 907 898 :0.99716 0.0242808 0.0712964 -0.0250212 0.999642 0.00950977 -0.07104 -0.0112667 0.99741 ,-0.0584772 -0.384761 -1.5417 
E 907 900 :0.998807 0.0270762 0.0406421 -0.0278748 0.999427 0.0192123 -0.0400986 -0.0203223 0.998989 ,-0.0324688 -0.337199 -1.17094 
E 907 897 :0.995522 0.0259162 0.0909038 -0.0290229 0.999033 0.0330219 -0.0899601 -0.0355124 0.995312 ,-0.0861747 -0.45288 -1.73704 
E 909 908 :0.999985 -0.00420948 -0.00353752 0.00420364 0.99999 -0.00165724 0.00354446 0.00164234 0.999992 ,0.00411306 -0.0591874 -0.109493 
E 909 907 :0.999839 -0.0155607 0.00893715 0.0155803 0.999876 -0.00213148 -0.00890288 0.00227038 0.999958 ,0.00452099 -0.11644 -0.272479 
E 909 906 :0.999178 -0.0297662 0.0275092 0.0300279 0.999507 -0.0091494 -0.0272233 0.00996792 0.99958 ,0.0021328 -0.125693 -0.386779 
E 909 905 :0.998779 -0.0147227 0.0471667 0.0140102 0.999783 0.0154019 -0.0473832 -0.0147223 0.998768 ,-0.00851437 -0.161826 -0.572811 
E 909 904 :0.998145 -0.0083348 0.0603075 0.00778686 0.999926 0.00931511 -0.0603807 -0.00882822 0.998136 ,-0.0155832 -0.219707 -0.685769 
E 909 902 :0.998401 0.000392716 0.0565329 -0.000743376 0.999981 0.00618188 -0.0565294 -0.00621402 0.998382 ,-0.0324901 -0.323257 -1.0182 
E 911 910 :0.999672 -0.00866516 -0.0240918 0.00910869 0.99979 0.0183615 0.0239276 -0.0185749 0.999541 ,0.00745804 -0.0116498 -0.159718 
E 911 909 :0.998799 -0.0103911 -0.0478841 0.0104859 0.999944 0.00172975 0.0478634 -0.00222978 0.998851 ,0.0229278 -0.0618502 -0.330893 
E 911 908 :0.99857 -0.014674 -0.0513997 0.0146953 0.999892 3.55002e-05 0.0513937 -0.000790783 0.998678 ,0.0328939 -0.12118 -0.439931 
E 911 907 :0.998902 -0.0260405 -0.0389335 0.0260483 0.999661 -0.000307963 0.0389283 -0.000706526 0.999242 ,0.0417008 -0.178708 -0.602583 
E 911 906 :0.99897 -0.0405937 -0.0202927 0.0404564 0.999156 -0.0071314 0.0205651 0.00630308 0.999769 ,0.0448847 -0.188183 -0.716845 
E 917 916 :0.992548 0.0356445 0.116528 -0.0360298 0.99935 0.00120088 -0.11641 -0.00539042 0.993187 ,0.0132943 -0.0900797 -0.320059 
E 917 915 :0.970674 0.0687161 0.23037 -0.0675916 0.997631 -0.012779 -0.230702 -0.00316683 0.973019 ,0.00887419 -0.184548 -0.597781 
E 917 914 :0.937365 0.101091 0.333359 -0.0956317 0.994877 -0.0327902 -0.334966 -0.00114334 0.942229 ,-0.00820554 -0.217792 -0.771466 
E 919 918 :0.968405 -0.031677 -0.247364 0.0372681 0.999144 0.0179523 0.246583 -0.0266039 0.968756 ,-0.0546617 -0.185385 -0.628999 
E 919 917 :0.986969 0.0214187 -0.159479 -0.0155827 0.999166 0.0377553 0.160154 -0.0347782 0.986479 ,0.0123893 -0.355544 -1.21084 
E 919 916 :0.997407 0.0574445 -0.0433566 -0.0558614 0.997757 0.0368822 0.045378 -0.0343645 0.998379 ,0.0746236 -0.45784 -1.52131 
E 919 915 :0.993369 0.0896936 0.0719182 -0.0913712 0.995608 0.0203786 -0.0697745 -0.0268147 0.997202 ,0.112528 -0.562646 -1.79269 
E 919 914 :0.976521 0.121265 0.178047 -0.122805 0.992428 -0.00238328 -0.176988 -0.0195378 0.984019 ,0.122658 -0.602153 -1.96561 
E 916 915 :0.992731 0.0326282 0.115844 -0.0317049 0.999449 -0.00980424 -0.1161 0.00606015 0.993219 ,0.0313459 -0.0930673 -0.276458 
E 916 914 :0.972818 0.0646251 0.222372 -0.060352 0.997839 -0.0259655 -0.223569 0.0118391 0.974616 ,0.0358099 -0.125962 -0.45099 
E 916 913 :0.951806 0.0741907 0.297591 -0.0666711 0.997148 -0.0353546 -0.299365 0.0138101 0.954039 ,0.00321642 -0.167353 -0.638251 
E 918 917 :0.994696 0.0494033 0.0902165 -0.0510943 0.998557 0.0165307 -0.0892696 -0.0210525 0.995785 ,-0.0848805 -0.156659 -0.583299 
E 918 916 :0.975001 0.0843403 0.205571 -0.0886157 0.995998 0.0116632 -0.203765 -0.0295885 0.978573 ,-0.104982 -0.252579 -0.9013 
E 918 915 :0.941373 0.117352 0.316299 -0.120904 0.992628 -0.00844648 -0.314959 -0.0302904 0.948622 ,-0.1391 -0.351276 -1.17547 
E 918 914 :0.897449 0.149601 0.414976 -0.148925 0.988257 -0.0342 -0.415219 -0.0311075 0.909189 ,-0.173401 -0.38647 -1.3462 
E 914 913 :0.996887 0.00890665 0.0783415 -0.00856063 0.999952 -0.00475144 -0.07838 0.00406599 0.996915 ,0.0126565 -0.0456253 -0.188682 
E 921 919 :0.816459 -0.164917 -0.553351 0.167036 0.984827 -0.0470521 0.552715 -0.0540136 0.831618 ,0.129922 -0.337648 -1.21406 
E 921 918 :0.648069 -0.175917 -0.740985 0.186859 0.979945 -0.0692208 0.738302 -0.0936 0.667944 ,0.463923 -0.499755 -1.75735 
E 921 917 :0.719768 -0.128047 -0.682303 0.141978 0.98922 -0.0358721 0.679541 -0.0710523 0.730188 ,0.86869 -0.628756 -2.19496 
E 921 916 :0.798444 -0.0986302 -0.593935 0.109454 0.993831 -0.0178954 0.592036 -0.0507202 0.804314 ,1.10817 -0.704496 -2.41323 
E 921 915 :0.864724 -0.0761235 -0.496445 0.079227 0.996746 -0.0148381 0.495959 -0.026501 0.867941 ,1.30658 -0.788611 -2.61231 
E 921 914 :0.915479 -0.0538492 -0.398746 0.0505002 0.998545 -0.0189069 0.399184 -0.00282792 0.916866 ,1.41705 -0.817691 -2.74838 
E 922 921 :0.973103 -0.0764335 -0.217319 0.0750616 0.997072 -0.0145733 0.217797 -0.00213101 0.975992 ,-0.0373014 -0.135177 -0.550514 
E 922 919 :0.661616 -0.224017 -0.715598 0.219777 0.970352 -0.100569 0.716911 -0.0907339 0.691235 ,0.378773 -0.444392 -1.70641 
E 922 918 :0.455909 -0.225745 -0.860922 0.224198 0.965236 -0.134372 0.861326 -0.131755 0.490671 ,0.834248 -0.573036 -2.16357 
E 922 917 :0.541879 -0.184772 -0.819894 0.185686 0.977748 -0.0976231 0.819687 -0.0993428 0.564131 ,1.33309 -0.6649 -2.50224 
E 922 916 :0.639942 -0.160917 -0.751385 0.160438 0.984257 -0.0741462 0.751488 -0.0731018 0.655685 ,1.61935 -0.719261 -2.66295 
E 927 926 :0.993466 -0.0441232 -0.105251 0.0428598 0.99898 -0.0142369 0.105772 0.00963288 0.994344 ,0.034504 -0.180764 -0.654706 
E 927 925 :0.982713 -0.084735 -0.164606 0.0818582 0.99635 -0.0241954 0.166055 0.0103028 0.986063 ,0.126876 -0.366738 -1.29048 
E 927 924 :0.933245 -0.130253 -0.334794 0.130415 0.991213 -0.0221021 0.334731 -0.0230355 0.942032 ,0.32777 -0.53098 -1.88473 
E 927 922 :0.595357 -0.231188 -0.769482 0.252453 0.963031 -0.0940137 0.76277 -0.138286 0.631712 ,1.01328 -0.837321 -3.00033 
E 927 921 :0.3944 -0.274377 -0.877021 0.297473 0.941116 -0.160654 0.869459 -0.197529 0.452796 ,1.44593 -0.925162 -3.35786 
E 925 924 :0.983372 -0.0506881 -0.174386 0.0543092 0.998395 0.0160529 0.173293 -0.0252568 0.984546 ,0.0852981 -0.186788 -0.615062 
E 925 922 :0.732392 -0.171323 -0.658976 0.208943 0.977681 -0.0219601 0.648031 -0.121605 0.751843 ,0.548629 -0.56159 -1.82055 
E 925 921 :0.556311 -0.225396 -0.799822 0.271926 0.958896 -0.0810881 0.785223 -0.172382 0.594735 ,0.907245 -0.689455 -2.24218 
E 925 919 :-0.0255176 -0.27052 -0.962376 0.337368 0.903881 -0.263023 0.941027 -0.331387 0.0682 ,2.02666 -0.879449 -2.804 
E 926 925 :0.997365 -0.0403883 -0.0602698 0.0400137 0.999172 -0.00740912 0.0605192 0.00497797 0.998155 ,0.0165513 -0.195984 -0.639251 
E 926 924 :0.968143 -0.0893557 -0.233913 0.0923286 0.995727 0.00176716 0.232756 -0.0233078 0.972256 ,0.146238 -0.374647 -1.24895 
E 926 922 :0.682967 -0.203029 -0.701666 0.233274 0.970917 -0.0538805 0.692199 -0.126882 0.710466 ,0.69614 -0.721668 -2.42603 
E 926 921 :0.496537 -0.253141 -0.830284 0.288143 0.95036 -0.117431 0.818795 -0.180932 0.544829 ,1.08439 -0.831954 -2.82582 
E 926 919 :-0.0957917 -0.286341 -0.953327 0.329096 0.894763 -0.301819 0.939425 -0.342648 0.00852266 ,2.24239 -0.972836 -3.31981 
E 931 930 :0.999857 -0.0148216 0.00812805 0.0149331 0.999793 -0.0138311 -0.00792137 0.0139505 0.999871 ,-0.0218487 -0.200281 -0.649673 
E 931 929 :0.999834 0.0171073 0.0063217 -0.0172522 0.999572 0.0236415 -0.00591455 -0.0237466 0.999701 ,-0.0650555 -0.392858 -1.29394 
E 931 927 :0.997424 -0.035916 -0.0620944 0.0369741 0.999189 0.0159752 0.0614703 -0.01823 0.997942 ,-0.0551832 -0.788584 -2.57741 
E 931 926 :0.9828 -0.0804871 -0.166212 0.0812473 0.996691 -0.00223207 0.165841 -0.0113106 0.986088 ,0.0263778 -0.978385 -3.22535 
E 931 925 :0.96693 -0.120941 -0.224542 0.120779 0.992573 -0.0145093 0.224629 -0.0130905 0.974356 ,0.16467 -1.17095 -3.85075 
E 931 924 :0.905372 -0.164088 -0.391633 0.170163 0.985225 -0.0194137 0.389032 -0.0490646 0.919917 ,0.407845 -1.33712 -4.42843 
E 931 922 :0.537393 -0.256594 -0.803348 0.286446 0.951493 -0.112297 0.793195 -0.169769 0.584825 ,1.17186 -1.63569 -5.49402 
E 930 929 :0.99948 0.0322196 -0.00124516 -0.0321503 0.99878 0.0374892 0.00245153 -0.0374297 0.999296 ,-0.0409729 -0.200885 -0.641875 
E 930 927 :0.997347 -0.0208455 -0.0697521 0.0230405 0.99926 0.0308141 0.0690581 -0.0323394 0.997088 ,-0.0268446 -0.61458 -1.91962 
E 930 926 :0.982559 -0.0655023 -0.174032 0.0689773 0.99752 0.0139884 0.172685 -0.0257487 0.984641 ,0.057003 -0.81459 -2.56419 
E 930 925 :0.966816 -0.105998 -0.232445 0.109557 0.993978 0.00241455 0.230789 -0.0278003 0.972607 ,0.197354 -1.01789 -3.18572 
E 930 924 :0.904702 -0.148963 -0.399154 0.162135 0.986768 -0.000771682 0.393987 -0.0640188 0.916884 ,0.442588 -1.19569 -3.75906 
E 930 922 :0.53531 -0.241004 -0.809543 0.289487 0.95273 -0.0922077 0.793499 -0.184993 0.579774 ,1.21048 -1.52039 -4.81417 
E 930 921 :0.326506 -0.279489 -0.902929 0.333132 0.928011 -0.16679 0.884543 -0.246337 0.396108 ,1.66876 -1.60921 -5.13793 
E 924 922 :0.843861 -0.13645 -0.518922 0.155116 0.987868 -0.00751175 0.513652 -0.0741545 0.854788 ,0.22637 -0.36724 -1.27367 
E 924 921 :0.697902 -0.199444 -0.687863 0.223459 0.973135 -0.0554377 0.68044 -0.115019 0.723721 ,0.499012 -0.502428 -1.75338 
E 924 919 :0.156302 -0.27436 -0.94884 0.314353 0.924513 -0.215542 0.93635 -0.264581 0.230749 ,1.49214 -0.734669 -2.50478 
E 929 927 :0.996256 -0.0530405 -0.0682621 0.0525617 0.998579 -0.00879163 0.0686314 0.00517074 0.997629 ,0.024289 -0.364909 -1.29237 
E 929 926 :0.980254 -0.097602 -0.171978 0.0940873 0.995156 -0.0284908 0.173926 0.0117473 0.984689 ,0.112943 -0.537847 -1.94409 
E 929 925 :0.963357 -0.137968 -0.230017 0.131935 0.99039 -0.0414821 0.23353 0.00961473 0.972302 ,0.258233 -0.713112 -2.57298 
E 929 924 :0.899985 -0.180768 -0.396674 0.17634 0.983161 -0.04795 0.398662 -0.0267951 0.916707 ,0.507651 -0.861337 -3.15288 
E 929 922 :0.52767 -0.271963 -0.804736 0.276681 0.950727 -0.139879 0.803126 -0.148845 0.576917 ,1.283 -1.1214 -4.22038 
E 929 921 :0.317794 -0.309783 -0.896126 0.310137 0.927094 -0.210504 0.896003 -0.211025 0.3907 ,1.7431 -1.18323 -4.54782 
E 938 937 :0.993791 -0.0057758 -0.111116 0.00523742 0.999973 -0.00513644 0.111142 0.00452259 0.993794 ,0.015688 -0.179894 -0.614391 
E 938 936 :0.997786 -0.0171813 -0.0642432 0.0177302 0.999811 0.00798307 0.0640939 -0.00910445 0.997902 ,0.110345 -0.366118 -1.28802 
E 938 935 :0.99255 -0.0296313 -0.118181 0.0252013 0.998929 -0.0388051 0.119204 0.0355377 0.992234 ,0.141427 -0.582912 -1.95307 
E 938 934 :0.987883 -0.0395292 -0.150081 0.029986 0.997413 -0.0653263 0.152275 0.0600344 0.986513 ,0.224819 -0.756439 -2.63304 
