V 0 :0.997834 -0.0105558 -0.0649297 -0.0645998 0.0290595 -0.997488 0.0124161 0.999522 0.0283145 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.998216 0.01937 0.05648 -0.0191071 -0.999804 0.00519115 0.0565694 0.00410272 0.99839 ,-0.0740332 0.0302236 -0.0400969 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,0.125719 -0.0316271 0.0687992 ,19.3055
E 675 674 :0.995692 -0.00679832 -0.0924736 0.00830599 0.999839 0.0159287 0.0923504 -0.0166282 0.995588 ,0.0579281 -0.0527926 -0.651297 
E 675 673 :0.9982 -0.0118929 -0.0587862 0.011899 0.999929 -0.000246173 0.0587849 -0.000453765 0.998271 ,0.109325 -0.107126 -1.30319 
E 675 672 :0.992412 -0.0168361 -0.121796 0.0133522 0.99948 -0.0293639 0.122227 0.0275149 0.992121 ,0.147137 -0.157885 -1.87166 
E 675 670 :0.996902 -0.00278838 -0.0786005 -0.00184061 0.998271 -0.0587587 0.0786284 0.0587213 0.995173 ,0.246865 -0.294723 -2.95155 
E 679 678 :0.992228 0.0410169 0.117477 -0.0399684 0.999137 -0.011268 -0.117838 0.00648505 0.993012 ,0.047591 -0.0471339 -0.561112 
E 679 676 :0.99804 -0.012226 0.0613811 0.0100241 0.9993 0.0360535 -0.0617789 -0.0353675 0.997463 ,0.05454 -0.17403 -1.55796 
E 679 677 :0.998829 0.0163931 0.0455227 -0.0170363 0.99976 0.0137776 -0.0452859 -0.014537 0.998868 ,0.0239831 -0.114752 -0.978919 
E 679 675 :0.98957 0.0341781 0.139941 -0.0402257 0.998365 0.0406167 -0.138324 -0.0458223 0.989326 ,0.0455663 -0.264673 -2.13755 
E 679 673 :0.996421 0.0223434 0.0815178 -0.0258861 0.998754 0.0426654 -0.0804629 -0.0446229 0.995758 ,-0.0322798 -0.428952 -3.43704 
E 679 674 :0.998514 0.0251182 0.0483591 -0.028009 0.997802 0.06006 -0.0467442 -0.0613253 0.997023 ,0.00994246 -0.346163 -2.78749 
E 679 672 :0.999622 0.0213503 0.0173089 -0.0216256 0.99964 0.0158801 -0.0169637 -0.0162484 0.999724 ,-0.0761504 -0.504239 -4.00236 
E 678 677 :0.997083 -0.0219801 -0.0730863 0.0236536 0.999476 0.0221106 0.072562 -0.0237749 0.99708 ,0.0285117 -0.0712372 -0.416899 
E 678 675 :0.999787 -0.000590996 0.0206501 -0.000498968 0.998608 0.0527375 -0.0206525 -0.0527365 0.998395 ,0.19245 -0.227657 -1.56321 
E 678 676 :0.997162 -0.0479038 -0.0580758 0.0505513 0.997707 0.0450087 0.0557866 -0.0478168 0.997297 ,0.129433 -0.132966 -0.987635 
E 678 674 :0.997382 -0.00773114 -0.0719043 0.0126679 0.997574 0.0684575 0.0712006 -0.0691891 0.995059 ,0.236948 -0.314753 -2.21187 
E 678 673 :0.999194 -0.0124906 -0.0381591 0.0144845 0.99852 0.0524298 0.0374477 -0.0529402 0.997895 ,0.274904 -0.403416 -2.86092 
E 678 672 :0.994717 -0.016855 -0.101266 0.0192844 0.999548 0.0230597 0.100831 -0.0248907 0.994592 ,0.300999 -0.484103 -3.42658 
E 674 673 :0.999427 -0.00357812 0.0336557 0.00413348 0.999856 -0.0164459 -0.033592 0.0165756 0.999298 ,-0.00947783 -0.0438342 -0.654633 
E 674 672 :0.999536 -0.00592089 -0.0298928 0.00457092 0.998975 -0.0450284 0.0301288 0.0448708 0.998538 ,-0.0247496 -0.0853895 -1.2249 
E 674 670 :0.999854 0.0109382 0.0131547 -0.00992502 0.997152 -0.0747628 -0.013935 0.0746213 0.997115 ,-0.0263161 -0.204927 -2.31143 
E 674 669 :0.999876 0.00675449 -0.0142241 -0.00726268 0.999326 -0.0359843 0.0139714 0.0360832 0.999251 ,-0.0162995 -0.233474 -2.77368 
E 683 682 :0.998701 -0.00283363 -0.0508704 0.000752448 0.999164 -0.0408841 0.0509437 0.0407927 0.997868 ,0.024478 -0.108543 -0.360322 
E 683 680 :0.998596 -0.031811 -0.0423641 0.0319969 0.999481 0.00371562 0.0422239 -0.00506592 0.999095 ,0.16761 -0.246782 -1.50069 
E 683 681 :0.996149 -0.0473888 -0.0737683 0.0483326 0.99877 0.0110606 0.0731534 -0.0145834 0.997214 ,0.109382 -0.178903 -0.995329 
E 683 678 :0.99994 0.00287972 -0.0105463 -0.002966 0.999962 -0.00817507 0.0105223 0.00820586 0.999911 ,0.371455 -0.371808 -2.64808 
E 683 679 :0.991048 -0.03697 -0.128285 0.037112 0.99931 -0.00128362 0.128244 -0.00348878 0.991737 ,0.250566 -0.327193 -2.09787 
E 683 677 :0.996327 -0.0188499 -0.0835337 0.0201021 0.999697 0.0141754 0.0832412 -0.0158025 0.996404 ,0.404157 -0.439719 -3.06523 
E 684 683 :0.989793 0.0140838 0.141814 -0.014066 0.9999 -0.0011282 -0.141816 -0.000878075 0.989893 ,0.0253581 -0.074785 -0.565006 
E 684 682 :0.995743 0.0170523 0.090585 -0.0133528 0.999058 -0.0412903 -0.0912038 0.0399049 0.995032 ,-0.00304125 -0.183255 -0.925062 
E 684 680 :0.994842 -0.0181282 0.0998067 0.0178998 0.999835 0.00318396 -0.0998479 -0.00138102 0.995002 ,-0.0250365 -0.322207 -2.07408 
E 684 681 :0.997036 -0.0349067 0.0685597 0.0342334 0.999354 0.010972 -0.0688984 -0.00859248 0.997587 ,-0.0100481 -0.254086 -1.56563 
E 684 679 :0.999642 -0.0230133 0.0136491 0.0230236 0.999735 -0.000597918 -0.0136317 0.000911953 0.999907 ,-0.0287499 -0.403103 -2.67692 
E 684 678 :0.991184 0.0180973 0.131248 -0.0170427 0.999813 -0.00915401 -0.131389 0.00683649 0.991307 ,0.0122501 -0.448793 -3.23867 
E 685 684 :0.992158 -0.0270362 -0.122027 0.0252036 0.999546 -0.016537 0.122419 0.0133318 0.992389 ,0.0158283 -0.0579651 -0.561992 
E 685 683 :0.999717 -0.012953 0.019939 0.013232 0.999816 -0.0139233 -0.019755 0.0141832 0.999704 ,0.111956 -0.122734 -1.12059 
E 685 682 :0.999425 -0.0149616 -0.0304299 0.0132578 0.998374 -0.0554433 0.0312099 0.055008 0.997998 ,0.130648 -0.225916 -1.48283 
E 685 680 :0.998741 -0.0448493 -0.0224792 0.0446165 0.998946 -0.0107563 0.022938 0.00973985 0.999689 ,0.252793 -0.346358 -2.62764 
E 685 681 :0.9967 -0.0606033 -0.0540072 0.0604861 0.998162 -0.00380209 0.0541383 0.000522857 0.998533 ,0.203778 -0.286298 -2.12032 
E 685 678 :0.999906 -0.00991001 0.00949986 0.0101192 0.999702 -0.0222352 -0.00927668 0.0223292 0.999708 ,0.435322 -0.452687 -3.7805 
E 685 679 :0.992844 -0.0499732 -0.108458 0.0484331 0.998685 -0.0167891 0.109154 0.011416 0.993959 ,0.324859 -0.417341 -3.22743 
E 676 675 :0.995772 0.0469496 0.0789545 -0.0474038 0.998868 0.00388733 -0.0786826 -0.00761364 0.996871 ,0.0259419 -0.0699711 -0.581941 
E 676 674 :0.999164 0.0388596 -0.0127287 -0.038544 0.998965 0.0241645 0.0136545 -0.0236537 0.999627 ,0.0297236 -0.127982 -1.23536 
E 676 673 :0.999179 0.0350679 0.0202687 -0.0352045 0.999359 0.00642141 -0.0200306 -0.00712969 0.999774 ,0.026883 -0.187224 -1.88884 
E 676 672 :0.998494 0.0323327 -0.0443277 -0.0332319 0.999253 -0.0197004 0.0436576 0.0211438 0.998823 ,0.017268 -0.241928 -2.45812 
E 676 670 :0.998809 0.0487282 -0.00245354 -0.0487899 0.997501 -0.0510976 -4.2489e-05 0.0511565 0.998691 ,0.0248876 -0.387537 -3.54143 
E 692 691 :0.998212 -0.0292338 -0.0521308 0.0301871 0.999389 0.0175929 0.0515847 -0.0191351 0.998485 ,0.0522725 -0.053823 -0.61287 
E 692 690 :0.99934 0.0267578 -0.0245812 -0.0264493 0.999568 0.0127921 0.0249129 -0.0121335 0.999616 ,0.108013 -0.170541 -1.23314 
E 692 688 :0.997726 -0.016865 -0.0652584 0.0188025 0.999397 0.0291904 0.0647268 -0.030351 0.997441 ,0.192316 -0.2282 -2.23973 
E 692 687 :0.993703 -0.059157 -0.0951519 0.0602233 0.99815 0.00837136 0.0944806 -0.014049 0.995428 ,0.205578 -0.335711 -2.72857 
E 692 686 :0.99807 -0.0390389 -0.0482924 0.0387274 0.999223 -0.00736947 0.0485426 0.00548501 0.998806 ,0.284441 -0.410886 -3.22201 
E 686 685 :0.997714 0.0552577 0.038895 -0.0555338 0.998438 0.00605396 -0.0384997 -0.00820011 0.999225 ,0.0140734 -0.0544185 -0.453325 
E 686 684 :0.996045 0.0287766 -0.084063 -0.0291929 0.999567 -0.00372666 0.0839194 0.00616597 0.996453 ,0.00480391 -0.116574 -1.01502 
E 686 682 :0.999087 0.0423799 0.00539312 -0.0420758 0.997979 -0.047625 -0.00740056 0.0473546 0.998851 ,0.0742647 -0.296214 -1.93818 
E 686 683 :0.997395 0.0428757 0.0580076 -0.0424263 0.999059 -0.00895668 -0.058337 0.0064723 0.998276 ,0.0754058 -0.189962 -1.57635 
E 686 681 :0.99987 -0.00528832 -0.0152559 0.00536894 0.999972 0.00524815 0.0152277 -0.00532938 0.99987 ,0.119095 -0.364422 -2.5775 
E 686 680 :0.999816 0.0108314 0.0158607 -0.0107782 0.999936 -0.0034391 -0.0158969 0.00326751 0.999868 ,0.144947 -0.430182 -3.08582 
E 686 679 :0.997497 0.00577009 -0.0704773 -0.00611806 0.99997 -0.00472243 0.070448 0.00514179 0.997502 ,0.189598 -0.508687 -3.68734 
E 686 678 :0.997819 0.0462223 0.0471331 -0.0454813 0.998826 -0.0166758 -0.0478486 0.0144958 0.998749 ,0.276343 -0.553461 -4.24394 
E 680 679 :0.996259 -0.00509056 -0.0862707 0.00491683 0.999985 -0.00222614 0.0862807 0.00179364 0.996269 ,0.0550505 -0.0799823 -0.600459 
E 680 678 :0.998885 0.0352178 0.0314271 -0.0348269 0.99931 -0.0129008 -0.0318598 0.0117919 0.999423 ,0.151111 -0.125632 -1.15546 
E 680 677 :0.999085 0.0124966 -0.0408908 -0.0120242 0.999858 0.0117776 0.0410322 -0.0112751 0.999094 ,0.16398 -0.192435 -1.57386 
E 680 675 :0.998006 0.0329211 0.0538611 -0.0350517 0.99862 0.0391018 -0.0524995 -0.0409118 0.997783 ,0.286202 -0.339669 -2.72658 
E 680 676 :0.999584 -0.0142161 -0.0250838 0.0150687 0.999304 0.0341343 0.0245811 -0.0344981 0.999102 ,0.244679 -0.250273 -2.14821 
E 680 674 :0.998954 0.0252354 -0.0381414 -0.0229951 0.998047 0.0580774 0.0395325 -0.0571396 0.997583 ,0.307197 -0.419886 -3.37731 
E 680 673 :0.999767 0.0210252 -0.00490913 -0.0208074 0.998949 0.0408489 0.00576283 -0.0407373 0.999153 ,0.321591 -0.501436 -4.02824 
E 680 672 :0.997456 0.0175834 -0.0690835 -0.0166726 0.999767 0.0137395 0.069309 -0.0125527 0.997516 ,0.327038 -0.575679 -4.59536 
E 681 680 :0.999385 0.0162484 0.0310659 -0.0159805 0.999833 -0.00885155 -0.0312045 0.00834966 0.999478 ,0.0177551 -0.0631854 -0.508995 
E 681 679 :0.998407 0.0112164 -0.0553038 -0.0117684 0.999884 -0.00966565 0.055189 0.0103011 0.998423 ,0.0528185 -0.138719 -1.11153 
E 681 678 :0.996716 0.0517996 0.0622461 -0.0505018 0.998476 -0.0222473 -0.0633037 0.0190307 0.997813 ,0.130837 -0.180984 -1.66961 
E 681 676 :0.999978 0.000958002 0.0065242 -0.00112529 0.999669 0.0256858 -0.00649744 -0.0256926 0.999649 ,0.191481 -0.298312 -2.66581 
E 681 675 :0.995192 0.0478559 0.0854603 -0.0505297 0.99829 0.0294027 -0.083907 -0.0335796 0.995908 ,0.213558 -0.383236 -3.24592 
E 681 677 :0.999551 0.0283847 -0.00963655 -0.0283513 0.999592 0.00358554 0.00973438 -0.00331072 0.999947 ,0.129614 -0.244278 -2.08876 
E 681 674 :0.999194 0.0396614 -0.00618348 -0.0393049 0.997983 0.0498471 0.00814801 -0.0495639 0.998738 ,0.213021 -0.458016 -3.89764 
E 681 673 :0.998993 0.035978 0.0267972 -0.0368317 0.998807 0.0320765 -0.0256111 -0.0330312 0.999126 ,0.205861 -0.534021 -4.54935 
E 682 681 :0.998618 -0.0473187 -0.0228624 0.0484535 0.997474 0.0519394 0.0203469 -0.0529754 0.998389 ,0.0523909 -0.0964453 -0.635095 
E 682 680 :0.999474 -0.0312757 0.00859133 0.0308629 0.998529 0.0445884 -0.00997322 -0.0442997 0.998969 ,0.0847482 -0.185048 -1.13956 
E 682 679 :0.996322 -0.0363478 -0.0775964 0.0395041 0.998437 0.0395366 0.076038 -0.0424565 0.996201 ,0.137113 -0.289987 -1.73641 
E 682 678 :0.999175 0.00404643 0.0404004 -0.00536775 0.999452 0.0326507 -0.0402462 -0.0328407 0.99865 ,0.229782 -0.357351 -2.28977 
E 682 677 :0.999288 -0.0188782 -0.0326541 0.0206577 0.99827 0.0550462 0.0315584 -0.0556816 0.99795 ,0.241139 -0.442315 -2.70491 
E 682 675 :0.998126 0.00131972 0.0611821 -0.00653962 0.996343 0.0851961 -0.0608459 -0.0854365 0.994484 ,0.357998 -0.636957 -3.85114 
E 682 676 :0.998798 -0.0457589 -0.0175546 0.0469926 0.995856 0.0778582 0.0139191 -0.0785896 0.99681 ,0.318669 -0.523186 -3.27691 
E 682 673 :0.999941 -0.0105787 0.00239992 0.0103359 0.996311 0.0851879 -0.00329225 -0.0851581 0.996362 ,0.387245 -0.855433 -5.14464 
E 682 674 :0.999487 -0.00648342 -0.0313672 0.00963206 0.99481 0.101295 0.0305476 -0.101546 0.994362 ,0.3759 -0.745424 -4.49786 
E 687 686 :0.998704 0.0219017 0.0459356 -0.0210691 0.999606 -0.0185312 -0.0463234 0.0175394 0.998773 ,0.027218 -0.0727692 -0.499325 
E 687 685 :0.993437 0.0766768 0.0848772 -0.0758194 0.997033 -0.0132848 -0.085644 0.00676225 0.996303 ,0.0192576 -0.119062 -0.9537 
E 687 682 :0.996531 0.0663576 0.0502259 -0.0629719 0.995815 -0.0662298 -0.0544106 0.0628372 0.996539 ,0.00586731 -0.334514 -2.44376 
E 687 683 :0.992494 0.0649985 0.103593 -0.0623428 0.997643 -0.0286746 -0.105212 0.0220011 0.994206 ,0.0259549 -0.235033 -2.08057 
E 687 684 :0.99797 0.0509148 -0.038263 -0.0517223 0.998453 -0.0204196 0.0371642 0.0223572 0.999059 ,-0.0171629 -0.170589 -1.51536 
E 687 680 :0.997554 0.0328678 0.0616944 -0.0315446 0.999254 -0.0223007 -0.0623813 0.0203 0.997846 ,0.0208067 -0.448651 -3.59562 
E 687 681 :0.999391 0.0163748 0.0308085 -0.0159817 0.999788 -0.0129613 -0.0310142 0.0124611 0.999441 ,0.0197784 -0.391793 -3.08557 
E 687 677 :0.998778 0.0446335 0.0212349 -0.044446 0.998969 -0.00922184 -0.0216246 0.00826676 0.999732 ,0.0809622 -0.611017 -5.18023 
E 690 688 :0.998182 -0.0440433 -0.0411382 0.0447059 0.998883 0.0153292 0.0404171 -0.0171404 0.999036 ,0.0606958 -0.0431656 -1.00902 
E 690 687 :0.993808 -0.0858683 -0.0705115 0.0856403 0.996306 -0.00625629 0.0707883 0.000178929 0.997491 ,0.0646146 -0.144344 -1.49936 
E 690 686 :0.997596 -0.0653052 -0.0231825 0.0648279 0.99768 -0.0207775 0.0244856 0.0192246 0.999515 ,0.133121 -0.211389 -1.99552 
E 690 685 :0.999835 -0.00988829 0.0152416 0.0100747 0.999875 -0.0122 -0.0151191 0.0123515 0.999809 ,0.161223 -0.25535 -2.44933 
E 690 683 :0.99912 -0.0226212 0.0353105 0.0235432 0.999387 -0.025917 -0.0347026 0.0267256 0.99904 ,0.257295 -0.363269 -3.57291 
E 699 698 :0.994911 0.0509693 -0.086915 -0.0536105 0.99816 -0.0283286 0.0853112 0.032844 0.995813 ,0.0514716 -0.0187783 -0.637557 
E 699 696 :0.988705 0.00823744 -0.14965 -0.0220815 0.995598 -0.0910853 0.148241 0.0933609 0.984535 ,0.127087 -0.0353317 -1.80894 
E 699 695 :0.998948 -0.021729 -0.0403791 0.0174541 0.994491 -0.103359 0.0424025 0.102546 0.993824 ,0.217608 -0.0639545 -2.25395 
E 699 694 :0.999073 0.012606 -0.0411546 -0.016053 0.996292 -0.0845309 0.0399364 0.0851132 0.995571 ,0.256345 -0.08376 -2.89042 
E 699 693 :0.99761 -0.00615617 -0.0688145 -0.00115629 0.994395 -0.105722 0.0690796 0.105549 0.992012 ,0.31745 -0.0844586 -3.52948 
E 699 692 :0.998187 0.0220552 -0.0560049 -0.0279153 0.993963 -0.106108 0.0533265 0.107479 0.992776 ,0.334419 -0.0909515 -4.18575 
E 688 687 :0.998691 -0.0411642 -0.0303473 0.0405607 0.998972 -0.0202412 0.0311493 0.0189838 0.999334 ,-0.0204299 -0.0928329 -0.491587 
E 688 686 :0.99967 -0.0198072 0.0163283 0.0203983 0.999112 -0.0368654 -0.0155836 0.0371863 0.999187 ,0.0249011 -0.154316 -0.991113 
E 688 685 :0.997857 0.0353292 0.0550779 -0.0337135 0.998981 -0.0299948 -0.0560815 0.0280737 0.998031 ,0.0326457 -0.191687 -1.44631 
E 688 683 :0.996954 0.0231787 0.074466 -0.0198929 0.998808 -0.0445673 -0.0754103 0.0429502 0.996227 ,0.0783055 -0.284458 -2.57442 
E 688 681 :0.999682 -0.0251803 0.000971347 0.0251984 0.999172 -0.0319283 -0.000166581 0.0319426 0.99949 ,0.109089 -0.420965 -3.58193 
E 688 682 :0.99947 0.0233719 0.0226442 -0.0213859 0.996211 -0.0842956 -0.0245286 0.0837667 0.996183 ,0.0733613 -0.377301 -2.93989 
E 688 680 :0.99944 -0.00892476 0.0322497 0.010212 0.999149 -0.039973 -0.0318655 0.04028 0.99868 ,0.127935 -0.4674 -4.09268 
E 688 684 :0.997665 0.00906917 -0.0676911 -0.0119431 0.999039 -0.0421727 0.0672436 0.0428827 0.996815 ,0.0154389 -0.23327 -2.00971 
E 698 696 :0.997504 -0.0372143 -0.0600133 0.0332216 0.997253 -0.0662092 0.0623124 0.0640502 0.995999 ,-0.0238141 -0.0511419 -1.17259 
E 698 695 :0.996546 -0.0661853 0.0501518 0.0697304 0.994922 -0.072586 -0.045093 0.0758324 0.9961 ,0.0298168 -0.0897141 -1.62279 
E 698 694 :0.998257 -0.0336088 0.0485198 0.0362103 0.997896 -0.0537745 -0.0466105 0.0554376 0.997374 ,0.01512 -0.128413 -2.2594 
E 698 693 :0.998489 -0.0504304 0.0218332 0.0519622 0.995718 -0.076453 -0.0178842 0.077472 0.996834 ,0.0214329 -0.146985 -2.90107 
E 698 692 :0.999153 -0.0221747 0.0346635 0.0247644 0.996788 -0.076161 -0.0328633 0.0769549 0.996493 ,-0.0173229 -0.174155 -3.55588 
E 696 695 :0.993565 -0.028242 0.109685 0.0295648 0.999508 -0.0104525 -0.109335 0.0136281 0.993911 ,0.0241627 -0.0692973 -0.449063 
E 696 694 :0.994063 0.00308125 0.108761 -0.00402399 0.999956 0.00844959 -0.10873 -0.00883708 0.994032 ,-0.0314521 -0.148118 -1.07969 
E 696 693 :0.996608 -0.0123977 0.0813539 0.0135159 0.999821 -0.0132081 -0.0811756 0.0142629 0.996598 ,-0.0657558 -0.207973 -1.71794 
E 696 692 :0.995434 0.0157908 0.0941406 -0.0145913 0.999804 -0.0134162 -0.094334 0.0119813 0.995469 ,-0.14612 -0.275567 -2.366 
E 696 691 :0.998987 -0.0151206 0.0423831 0.0149239 0.999876 0.00495421 -0.0424527 -0.00431667 0.999089 ,-0.152632 -0.32192 -2.98167 
E 696 690 :0.996704 0.0412773 0.0698375 -0.04136 0.999144 -0.00026284 -0.0697886 -0.0026265 0.997558 ,-0.157383 -0.431107 -3.60579 
E 696 688 :0.99956 -0.00386395 0.0294003 0.00337226 0.999854 0.016755 -0.0294607 -0.0166484 0.999427 ,-0.169136 -0.47648 -4.61646 
E 691 690 :0.99804 0.0562581 0.0274137 -0.0561244 0.998408 -0.00562492 -0.0276865 0.00407532 0.999608 ,0.0201205 -0.106407 -0.62429 
E 691 687 :0.998619 -0.0296448 -0.0433803 0.0293289 0.999539 -0.00789973 0.0435944 0.00661652 0.999027 ,0.0353849 -0.245713 -2.12544 
E 691 688 :0.999849 0.0117684 -0.0128079 -0.0116149 0.999861 0.0119941 0.0129472 -0.0118436 0.999846 ,0.050608 -0.147235 -1.63477 
E 691 685 :0.998027 0.0467208 0.0419339 -0.0459714 0.998768 -0.0186598 -0.0427541 0.0166952 0.998946 ,0.0995171 -0.356622 -3.07816 
E 691 686 :0.999959 -0.00852255 0.00309452 0.00859747 0.999649 -0.0250655 -0.00287982 0.0250911 0.999681 ,0.0863833 -0.313706 -2.62358 
E 691 682 :0.999382 0.0340194 0.00888975 -0.0332859 0.996806 -0.0725985 -0.0113311 0.0722577 0.997322 ,0.157172 -0.560596 -4.56879 
E 691 683 :0.997535 0.0343794 0.0611707 -0.0323741 0.998915 -0.0334771 -0.0622553 0.0314142 0.997566 ,0.158527 -0.463441 -4.20441 
E 691 680 :0.999817 0.00231909 0.0189835 -0.00178004 0.999596 -0.0283637 -0.0190416 0.0283247 0.999417 ,0.225442 -0.665143 -5.71963 
E 694 693 :0.999463 -0.0178982 -0.0274362 0.0173035 0.999613 -0.0217639 0.0278151 0.0212774 0.999387 ,0.0355379 -0.0543175 -0.638678 
E 694 692 :0.99984 0.0103711 -0.0146017 -0.0106898 0.999703 -0.0219226 0.01437 0.0220752 0.999653 ,0.0263869 -0.116429 -1.29219 
E 694 691 :0.997612 -0.018585 -0.0665196 0.0183765 0.999824 -0.00374445 0.0665775 0.00251311 0.997778 ,0.0870418 -0.15736 -1.90528 
E 694 690 :0.998541 0.0372973 -0.0390407 -0.0376703 0.999251 -0.00886314 0.0386809 0.0103209 0.999198 ,0.150619 -0.26104 -2.52711 
E 694 688 :0.996816 -0.00605422 -0.0795096 0.00671236 0.999945 0.00801279 0.0794567 -0.00852098 0.996802 ,0.249009 -0.297517 -3.53342 
E 694 687 :0.992789 -0.0485905 -0.109585 0.0475116 0.998793 -0.0124363 0.110057 0.00714009 0.9939 ,0.268292 -0.394421 -4.02426 
E 693 692 :0.999518 0.0282779 0.0128322 -0.0282753 0.9996 -0.000382714 -0.0128379 1.96941e-05 0.999918 ,-0.0283983 -0.0758292 -0.651506 
E 693 691 :0.999246 -0.00120466 -0.0387954 0.00193052 0.999824 0.0186777 0.0387661 -0.0187386 0.999073 ,0.0144625 -0.130874 -1.265 
E 693 690 :0.998429 0.0548549 -0.0113803 -0.0547049 0.998417 0.0130994 0.0120809 -0.0124563 0.999849 ,0.0589156 -0.248884 -1.88594 
E 693 687 :0.99614 -0.0310832 -0.0820957 0.0320658 0.999429 0.0106775 0.0817169 -0.0132687 0.996567 ,0.132574 -0.416174 -3.38249 
E 693 688 :0.998607 0.0110145 -0.0516021 -0.00944082 0.999486 0.0306422 0.0519131 -0.0301123 0.998198 ,0.128631 -0.308519 -2.89353 
E 708 707 :0.999389 0.0283361 -0.0204702 -0.0286617 0.999464 -0.0157913 0.0200118 0.0163684 0.999666 ,-0.0311778 -0.0653011 -0.629445 
E 708 706 :0.999295 -0.0217686 -0.030599 0.0212516 0.999628 -0.0171205 0.0309603 0.0164582 0.999385 ,-0.0175956 -0.135839 -1.25679 
E 708 705 :0.997921 -0.0313438 -0.0563185 0.0320354 0.999421 0.0114207 0.0559279 -0.0132012 0.998348 ,-0.0228767 -0.209041 -1.88366 
E 708 704 :0.989038 -0.0725848 -0.128593 0.0770851 0.996562 0.0303654 0.125946 -0.0399451 0.991233 ,0.0541803 -0.260214 -2.51952 
E 708 703 :0.993754 -0.0501412 -0.09969 0.0538431 0.997943 0.0347956 0.0977402 -0.0399459 0.99441 ,0.129921 -0.334735 -3.16404 
E 708 702 :0.992842 -0.0602708 -0.103108 0.0633033 0.997645 0.0263929 0.101275 -0.032731 0.99432 ,0.235451 -0.394579 -3.79522 
E 708 701 :0.99964 -0.0231916 0.0135166 0.0226607 0.999014 0.0381902 -0.0143889 -0.0378702 0.999179 ,0.302985 -0.461579 -4.44486 
E 708 699 :0.997413 -0.0362169 0.0620887 0.0308055 0.995819 0.0859997 -0.0649438 -0.0838645 0.994359 ,0.390291 -0.570344 -5.7161 
E 708 698 :0.999576 0.0167265 -0.0238354 -0.0154009 0.998381 0.054752 0.0247126 -0.0543617 0.998215 ,0.402724 -0.642288 -6.35183 
E 701 699 :0.998686 -0.0124311 0.0497074 0.0101029 0.998852 0.0468184 -0.0502324 -0.0462547 0.997666 ,0.103102 -0.0625415 -1.27317 
E 701 698 :0.998511 0.0401267 -0.0369494 -0.0395034 0.999067 0.0174482 0.037615 -0.0159626 0.999165 ,0.123048 -0.110628 -1.91095 
E 701 696 :0.995049 0.000490925 -0.0993823 -0.00512694 0.99891 -0.0463983 0.0992512 0.0466782 0.993967 ,0.140543 -0.181241 -3.08264 
E 701 694 :0.999946 0.00443515 0.00943749 -0.00407121 0.99926 -0.0382387 -0.00960011 0.0381982 0.999224 ,0.216476 -0.27894 -4.16585 
E 701 695 :0.999527 -0.0289659 0.0103593 0.0295116 0.997931 -0.0571193 -0.00868332 0.057398 0.998314 ,0.209181 -0.22975 -3.52983 
E 701 692 :0.999873 0.0150127 -0.00526395 -0.015302 0.998077 -0.0600723 0.00435197 0.0601453 0.99818 ,0.23015 -0.34598 -5.46173 
E 695 694 :0.999436 0.0335911 -0.000372038 -0.0335781 0.999257 0.0189205 0.00100732 -0.0188974 0.999821 ,0.0113623 -0.0858057 -0.63206 
E 695 693 :0.99947 0.0156821 -0.0285236 -0.0157432 0.999874 -0.00191751 0.0284899 0.00236555 0.999591 ,0.0452932 -0.15336 -1.26956 
E 695 692 :0.998911 0.0439382 -0.0157018 -0.0439827 0.999029 -0.00250204 0.0155766 0.00318992 0.999874 ,0.034304 -0.227484 -1.92179 
E 695 691 :0.997641 0.0150098 -0.0669791 -0.0138754 0.999753 0.0173704 0.0672232 -0.0164001 0.997603 ,0.0937779 -0.28202 -2.53394 
E 695 690 :0.996698 0.0708384 -0.0396882 -0.0704396 0.997451 0.0113597 0.0403917 -0.00852659 0.999148 ,0.154068 -0.399524 -3.15364 
E 695 687 :0.993784 -0.0150151 -0.11031 0.0162227 0.999818 0.0100577 0.110139 -0.0117847 0.993846 ,0.267751 -0.565084 -4.64788 
E 695 688 :0.996449 0.0275417 -0.0795664 -0.0252604 0.999244 0.0295366 0.0803197 -0.0274219 0.996392 ,0.251552 -0.458317 -4.15897 
E 710 709 :0.998092 0.0601122 -0.014119 -0.0607229 0.997011 -0.0477753 0.0112049 0.0485415 0.998758 ,-0.00738295 -0.0623591 -0.614 
E 710 708 :0.998574 0.0456951 0.0275983 -0.0446237 0.998271 -0.0382626 -0.029299 0.0369765 0.998887 ,0.0223601 -0.0786742 -1.297 
E 710 707 :0.997206 0.074418 0.00642648 -0.0739742 0.995845 -0.0531004 -0.0103514 0.0524767 0.998568 ,-0.0291288 -0.118387 -1.92724 
E 710 706 :0.999695 0.0243947 -0.00375632 -0.024562 0.998241 -0.0539646 0.00243326 0.0540404 0.998536 ,-0.0361028 -0.165405 -2.55689 
E 710 705 :0.999505 0.0140052 -0.0281636 -0.0146908 0.999597 -0.0242853 0.0278121 0.024687 0.999308 ,-0.062022 -0.214259 -3.18562 
